variant	asset	asset_fnv64	sample	frame	viewport	plan	topology	geometry_identity	paint_identity	presentation	source_items	visible_items	geometry_updates	paint_updates	asset_static_geometry	instance_geometry	asset_static_paint	instance_paint	unsupported_items	dirty_valid
telegram	StickAndBall.json	e7131282b35e2e14	p000	0	128x128	8bad4f1be6f8d228	12a9f1c63910064f	ee8af5e02910530d	9af041fbe39823b2	a60e4a98b9c2aa30	3	3	3	3	0	3	0	3	0	1
telegram	StickAndBall.json	e7131282b35e2e14	p025	5	128x128	262badf7cc644a53	12a9f1c63910064f	aaa11aa6e2b0cb08	9af041fbe39823b2	11c8fb4c6fefaae0	3	3	3	0	0	3	0	3	0	1
telegram	StickAndBall.json	e7131282b35e2e14	p050	11	128x128	480e1b5a39d4b797	12a9f1c63910064f	85dfbd3f267b496d	9af041fbe39823b2	ed9eb2da8ab14619	3	3	3	0	0	3	0	3	0	1
telegram	StickAndBall.json	e7131282b35e2e14	p075	17	128x128	bf96d0a0bb95276f	12a9f1c63910064f	8b054f24b175f3f4	9af041fbe39823b2	fc33438dff66ef79	3	3	3	0	0	3	0	3	0	1
telegram	StickAndBall.json	e7131282b35e2e14	p100	22	128x128	91729c06f03183a9	12a9f1c63910064f	265a9182146a8a5c	9af041fbe39823b2	26db4cbda7ce769c	3	3	3	0	0	3	0	3	0	1
telegram	dynamic_path_test.json	7a378a5ee043f6b4	p000	0	128x128	83bb4adda2b8ca8f	a08d23a3926311a7	51337bc7c701d379	462e18838f92e469	c06df27f85a0fba9	3	3	3	3	0	3	0	3	0	1
telegram	dynamic_path_test.json	7a378a5ee043f6b4	p025	37	128x128	ff56b62a3f61afc0	a08d23a3926311a7	49087af4e914ffc9	462e18838f92e469	d9ed9afb99a40e5e	3	3	3	0	0	3	0	3	0	1
telegram	dynamic_path_test.json	7a378a5ee043f6b4	p050	75	128x128	51dc9b4e6979ead5	a08d23a3926311a7	283f5c66a8ce4666	462e18838f92e469	f773a33788c2ceb0	3	3	3	0	0	3	0	3	0	1
telegram	dynamic_path_test.json	7a378a5ee043f6b4	p075	112	128x128	0400b9203066d5a1	a08d23a3926311a7	5068451c721ab957	462e18838f92e469	e65ae95fb6c675ff	3	3	3	0	0	3	0	3	0	1
telegram	dynamic_path_test.json	7a378a5ee043f6b4	p100	149	128x128	eae1588934324bdb	a08d23a3926311a7	5782b35995455112	462e18838f92e469	a77568bdb2b1ab76	3	3	3	0	0	3	0	3	0	1
telegram	gradient_animated_background.json	a78189500889cf1b	p000	0	128x128	8eab90bcd33e69a4	d19ec8ff2c5039a9	c7270dfc8baeadbb	f950a056ba028820	e963f0ca90b0e533	3	3	3	3	0	3	0	3	1	1
telegram	gradient_animated_background.json	a78189500889cf1b	p025	38	128x128	90411f5ac2cd7384	d19ec8ff2c5039a9	c7270dfc8baeadbb	4791bcfec21683d2	e963f0ca90b0e533	3	3	0	1	0	3	0	3	1	1
telegram	gradient_animated_background.json	a78189500889cf1b	p050	77	128x128	f3b3aeb49ba138b0	d19ec8ff2c5039a9	c7270dfc8baeadbb	05f36367d69f0248	e963f0ca90b0e533	3	3	0	1	0	3	0	3	1	1
telegram	gradient_animated_background.json	a78189500889cf1b	p075	116	128x128	3e04ce120cead62e	d19ec8ff2c5039a9	c7270dfc8baeadbb	c9b7890cd79b15b9	e963f0ca90b0e533	3	3	0	1	0	3	0	3	1	1
telegram	gradient_animated_background.json	a78189500889cf1b	p100	154	128x128	0edd52db1269d3ca	d19ec8ff2c5039a9	c7270dfc8baeadbb	8209e45179d6594f	e963f0ca90b0e533	3	3	0	1	0	3	0	3	1	1
telegram	mask.json	1c1102ff30a73b97	p000	0	128x128	a9efa1266d7c1724	b214888534942381	ede4ba7442f49bfd	ee4dcae411bcd829	19da8527ee13ffbb	1	1	1	1	0	1	0	1	1	1
telegram	mask.json	1c1102ff30a73b97	p025	7	128x128	a9efa1266d7c1724	b214888534942381	ede4ba7442f49bfd	ee4dcae411bcd829	19da8527ee13ffbb	1	1	0	0	0	1	0	1	1	0
telegram	mask.json	1c1102ff30a73b97	p050	15	128x128	a9efa1266d7c1724	b214888534942381	ede4ba7442f49bfd	ee4dcae411bcd829	19da8527ee13ffbb	1	1	0	0	0	1	0	1	1	0
telegram	mask.json	1c1102ff30a73b97	p075	22	128x128	a9efa1266d7c1724	b214888534942381	ede4ba7442f49bfd	ee4dcae411bcd829	19da8527ee13ffbb	1	1	0	0	0	1	0	1	1	0
telegram	mask.json	1c1102ff30a73b97	p100	29	128x128	a9efa1266d7c1724	b214888534942381	ede4ba7442f49bfd	ee4dcae411bcd829	19da8527ee13ffbb	1	1	0	0	0	1	0	1	1	0
telegram	matte_two_item_with_lowerlayer.json	764f903aa7bfff66	p000	0	128x128	92e2f75d9d154085	46146fdd2ad90a9d	8354592218dbc2ad	f097a8525b60b3c8	833653e019d4aad0	7	7	7	7	0	7	0	7	1	1
telegram	matte_two_item_with_lowerlayer.json	764f903aa7bfff66	p025	37	128x128	92e2f75d9d154085	46146fdd2ad90a9d	8354592218dbc2ad	f097a8525b60b3c8	833653e019d4aad0	7	7	0	0	0	7	0	7	1	0
telegram	matte_two_item_with_lowerlayer.json	764f903aa7bfff66	p050	75	128x128	92e2f75d9d154085	46146fdd2ad90a9d	8354592218dbc2ad	f097a8525b60b3c8	833653e019d4aad0	7	7	0	0	0	7	0	7	1	0
telegram	matte_two_item_with_lowerlayer.json	764f903aa7bfff66	p075	112	128x128	92e2f75d9d154085	46146fdd2ad90a9d	8354592218dbc2ad	f097a8525b60b3c8	833653e019d4aad0	7	7	0	0	0	7	0	7	1	0
telegram	matte_two_item_with_lowerlayer.json	764f903aa7bfff66	p100	149	128x128	92e2f75d9d154085	46146fdd2ad90a9d	8354592218dbc2ad	f097a8525b60b3c8	833653e019d4aad0	7	7	0	0	0	7	0	7	1	0
telegram	polystar_line_clockwise_trim.json	8d8cd4aacce0760d	p000	0	128x128	d0fc78e03199aaad	439faf47fa3125fa	3a398bf543e3bc47	a7a3a9b4d0a87cc2	57525eafd2432987	1	1	1	1	0	1	0	1	0	1
telegram	polystar_line_clockwise_trim.json	8d8cd4aacce0760d	p025	37	128x128	bdf605920201bac4	439faf47fa3125fa	1dcc960dbdcfce64	a7a3a9b4d0a87cc2	01f0bd38fa06f31f	1	1	1	0	0	1	0	1	0	1
telegram	polystar_line_clockwise_trim.json	8d8cd4aacce0760d	p050	75	128x128	f98d2b75af4b3d09	439faf47fa3125fa	ec6a4958c8c83804	a7a3a9b4d0a87cc2	448e3c50a855009f	1	1	1	0	0	1	0	1	0	1
telegram	polystar_line_clockwise_trim.json	8d8cd4aacce0760d	p075	112	128x128	a9b7e0cc28504ae1	439faf47fa3125fa	1b75fc2b66406b99	a7a3a9b4d0a87cc2	39ecf4086da9dca9	1	1	1	0	0	1	0	1	0	1
telegram	polystar_line_clockwise_trim.json	8d8cd4aacce0760d	p100	149	128x128	a88660f71f153f7e	439faf47fa3125fa	0a1f14567f119d80	a7a3a9b4d0a87cc2	332ec7a6f3ba566b	1	1	1	0	0	1	0	1	0	1
